Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
12/8/2016,7:46:25,23.5,94.2,10,4,MYANMAR - INDIA (MANIPUR) BORDER REGION,MANIPUR
12/8/2016,5:15:04,43.8,86.4,10,6.1,NORTHERN XINJIANG,CHINA
12/7/2016,5:21:23,23.5,70.5,20,3.6,KACHCHH,GUJARAT
12/6/2016,22:03:38,5.2,96.2,10,6.5,NORTHERN SUMATRA ,INDONESIA
12/6/2016,20:36:39,24.9,93.8,33,3.2,SENAPATI ,MANIPUR
12/5/2016,5:26:00,23.9,94.2,104,4,MYANMAR-INDIA(MANIPUR) BORDER REGION,MANIPUR
12/3/2016,19:42:13,11,91.9,10,4.8,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/3/2016,9:23:33,52.3,174.4,10,6.1,NEAR ISLAND ALEUTIAN ISLAND,ALASKA
12/2/2016,22:50:32,33.3,75.5,10,3.5,JAMMU AND KASHMIR.,JAMMU & KASHMIR
12/1/2016,22:40:26,-15.3,-70.7,10,6.2,SOUTHERN PERU,PERU
12/1/2016,22:03:05,25,94.6,90,3.5,UKHRUL,MANIPUR
12/1/2016,19:41:19,27.2,88.9,10,3.5,BHUTAN-INDIA(SIKKIM) BORDER REGION,SIKKIM
12/1/2016,16:52:48,29.8,80.6,10,5.2,NEPAL-INDIA (UTTARAKHAND) BORDER REGION,UTTARAKHAND
11/30/2016,22:42:48,31.4,77.5,10,3.3,DISTT. KULLU,HIMACHAL PRADESH
11/27/2016,23:35:21,27.7,86.4,10,5.5,NEPAL,NEPAL
11/25/2016,19:37:58,7.4,92.4,10,4.2,NICOBAR ISLAND,ANDAMAN & NICOBAR ISLANDS
11/25/2016,15:26:54,39.1,74.2,10,4.6,SOUTHREN XINJIANG,CHINA
11/25/2016,14:24:30,39.2,73.9,10,6.3,TAJIKISTAN -XINJIANG BORDER REGION,TAJIKISTAN
11/25/2016,11:17:09,13.4,92.9,10,4.4,NORTH ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
11/24/2016,19:27:25,17.3,73.8,10,4,KOYNA,MAHARASHTRA
11/24/2016,18:43:53,11.9,-88.9,10,7,OFF COAST OF CENTRAL AMERICA.,CENTRAL AMERICA
11/24/2016,14:16:37,33.5,72.5,10,4.6,PAKISTAN.,PAKISTAN
11/24/2016,2:06:28,24.8,94.9,48,3.4,MYANMAR -INDIA(MANIPUR) BORDER REGION,MANIPUR
11/23/2016,19:57:54,24.7,94.6,107,3.5,MYANMAR -INDIA(MANIPUR) BORDER REGION,MANIPUR
11/23/2016,17:02:50,26.4,93.4,10,3.1,KARBI ANGLONG,ASSAM
11/23/2016,2:31:03,30.3,78,10,3.4,DISTT-DEHRADUN,UTTARAKHAND
11/21/2016,20:59:51,37.4,141.3,10,7,NEAR EAST COAST OF HONSHU,JAPAN
11/21/2016,18:09:18,27.9,91.6,5,4.4,BHUTAN-INDIA (ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
11/20/2016,21:13:46,4.9,92.7,10,5.5,OFF WEST COAST OF NORTHERN SUMATRA,INDONESIA
11/20/2016,20:57:33,-31.6,-68.7,60,6.4,SAN JUAN PROVINCE,ARGENTINA
11/17/2016,4:10:41,26.6,93.2,30,3.3,NAGAON ASSAM,ASSAM
11/16/2016,22:58:56,27.8,76.7,10,4.4,RAJASTHAN-HARYANA BORDER.,RAJASTHAN
11/16/2016,5:07:44,31.4,75.7,13,3.6,DISTRICT JALANDHAR,PUNJAB
11/15/2016,16:02:54,36.5,70.8,150,5.2,HINDU KUSH REGION,AFGHANISTAN
11/15/2016,14:27:16,24.5,93.7,35,3.3,CHURACHANDPUR,MANIPUR
11/15/2016,2:10:22,24.7,92.3,10,5,DISTT. KARIMGANJ,ASSAM
11/13/2016,21:22:26,10.6,94.2,45,4.6,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
11/13/2016,14:01:00,-28.7,-67.5,100,6.1,LA RIOJA,ARGENTINA
11/13/2016,11:03:00,-42.5,173,10,7.7,SOUTH ISLAND,NEW ZEALAND
11/8/2016,0:37:25,26.6,93,36,3.5,SONITPUR,ASSAM
11/3/2016,4:06:54,23.7,70.1,25,3.3,KACHCHH,GUJARAT
10/31/2016,22:55:01,26.4,95,70,3.2,NAGALAND,NAGALAND
10/30/2016,6:40:20,42.9,13.2,10,6.5,CENTRAL ITALY.,ITALY
10/27/2016,8:50:11,29.9,80.1,15,3.2,DISTT. ALMORA- PITHORAGARH BORDER,UTTARAKHAND
10/27/2016,8:17:56,1.3,125.5,10,6,NORTHREN MOLUCCA SEA,MOLUCCA SEA
10/26/2016,19:18:09,42.9,13.1,10,6.1,CENTRAL ITALY,ITALY
10/26/2016,6:29:07,23.1,92.7,45,4.8,LUNGLEI,MIZORAM
10/26/2016,2:21:58,22.8,94.3,90,5,MYANMAR.,MYANMAR
10/25/2016,22:00:28,7.2,92.4,10,4.7,NICOBAR ISLAND,ANDAMAN & NICOBAR ISLANDS
10/24/2016,10:51:57,34.9,72.9,115,4.5,INDIA (JAMMU & KASHMIR)- PAKISTAN BORDER REGION.,JAMMU & KASHMIR
10/24/2016,10:51:57,34.9,72.9,115,4.5,INDIA (JAMMU & KASHMIR)- PAKISTAN BORDER REGION,JAMMU & KASHMIR
10/23/2016,22:57:51,24.2,71.2,1,3,DIST.-KACHCHH,GUJARAT
10/23/2016,15:57:40,25.9,90.1,10,4.7,DHUBURI,ASSAM
10/22/2016,6:00:32,26.2,92.7,10,3.9,NAGAON,ASSAM
10/21/2016,13:04:57,24.8,91.1,10,4.2,INDIA(MEGHALAYA)-BANGLADESH BORDER REGION.,MEGHALAYA
10/21/2016,5:07:24,35.3,133.7,10,6.1,WESTERN HONSHU,JAPAN
10/20/2016,0:39:01,36.4,71.4,102,5.4,AFGHANISTAN-TAJIKISTAN BORDER REGION.,AFGHANISTAN
10/19/2016,7:20:49,24.7,91,40,4.3,INDIA (MEGHALYA)- BANGLADESH BORDER REGION,MEGHALAYA
10/19/2016,0:25:29,-4.9,108.2,600,6.2,JAVA SEA,JAVA SEA
10/18/2016,21:31:33,22.9,92.5,147,3.5,LUNGLIE,MIZORAM
10/17/2016,6:14:53,-5.9,148.6,33,6.6,NEW BRITAIN REGION,PAPUA NEW GUINEA
10/17/2016,0:30:48,29.6,80.3,10,4,INDIA(UTTARAKHAND)-NEPAL BORDER REGION,UTTARAKHAND
10/14/2016,10:34:36,25.6,92,10,3.6,EAST KHASI HILLS.,MEGHALAYA
10/14/2016,2:01:25,29.7,80.2,10,3.3,PITHOGARH,UTTARAKHAND
10/11/2016,22:31:00,5.8,76,10,5.3,LAKSHADWEEP SEA.,LAKSHADWEEP
10/7/2016,4:52:33,27.7,86.1,15,4.5,NEPAL.,NEPAL
10/6/2016,14:47:57,26.5,92.9,37,4.4,NAGAON,ASSAM
10/3/2016,21:16:03,25,94.6,114,3.7,UKHRUL,MANIPUR
10/1/2016,8:04:43,34.4,73.8,10,5.2,INDIA (JAMMU & KASHMIR)-PAKISTAN BORDER,JAMMU & KASHMIR
9/26/2016,19:04:13,8,94.5,10,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/25/2016,21:41:36,30.5,78.9,10,3.7,RUDRAPRAYAG,UTTARAKHAND
9/25/2016,20:43:52,23.7,70.2,19,3.5,RANN OF KACHCHH,GUJARAT
9/24/2016,21:28:41,-19.8,-178.3,580,6.8,FIJI ISLANDS REGION,FIJI ISLANDS
9/24/2016,21:07:14,-18.1,-175,180,6.4,TONGA ISLANDS REGION,TONGA ISLANDS
9/24/2016,18:00:05,25.9,94.9,66,3.4,TUENSANG,NAGALAND
9/23/2016,22:53:03,6.6,126.5,10,6.4,MINDANAO,PHILLIPPINES
9/23/2016,22:27:20,8.4,94.6,10,4.6,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
9/23/2016,0:14:35,34.5,141.4,10,6.2,OFF EAST COAST OF HONSHU JAPAN,JAPAN
9/20/2016,23:06:01,23.8,70.3,5,3.4,KACHCHH,GUJARAT
9/20/2016,21:59:20,26.8,92.5,10,3,SONITPUR,ASSAM
9/18/2016,14:34:36,26.7,88.3,10,3.2,DARJILING,WEST BENGAL
9/18/2016,5:28:58,26.9,93.6,10,3.2,SONITPUR,ASSAM
9/17/2016,11:17:58,27.1,90,25,4.4,BHUTAN.,BHUTAN
9/17/2016,2:46:25,24.5,93.6,40,4,CHURACHANDPUR,MANIPUR
9/15/2016,2:30:45,10.1,91.6,10,5.2,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/13/2016,21:52:13,25,93.8,21,3.7,SENAPATI,MANIPUR
9/11/2016,21:46:10,26.6,92.6,30,3.2,SONITPUR,ASSAM
9/11/2016,8:00:37,17.4,73.8,10,3.6,KOYNA,MAHARASHTRA
9/10/2016,15:27:24,28.6,76.6,10,4.1,JHAJJAR,HARYANA
9/8/2016,21:46:21,-54.6,158.3,10,6.1,MACQUARIE ISLAND REGION,MACQUARIE ISLAND
9/8/2016,20:46:48,26.6,89.4,10,3.5,JALPAIGURI,WEST BENGAL
9/7/2016,22:21:17,28.4,95,10,3.8,DISTT.- EAST SIANG,ARUNACHAL PRADESH
9/7/2016,20:52:45,24.3,70.5,10,3.9,KACHCHH,GUJARAT
9/5/2016,7:52:36,27.1,94.6,10,3.4,DISTT.SIBSAGAR,ASSAM
9/5/2016,2:04:16,27.7,86.2,10,4.5,NEPAL,NEPAL
9/3/2016,17:39:44,28.5,76.6,10,2.2,DISTRICT JHAJJAR,HARYANA
9/3/2016,11:41:14,26.3,92,10,3.4,DARRANG,ASSAM
9/3/2016,1:07:59,24.6,94.3,104,3.8,UKHRUL,MANIPUR
9/2/2016,14:30:58,28.7,94.7,10,4.6,WEST SIANG,ARUNACHAL PRADESH
9/1/2016,16:37:59,-37.3,178.9,15,6.9,OFF EAST COAST OF N ISLANDS,NEW ZEALAND
8/31/2016,23:24:02,26.6,92,10,3,DARRANG,ASSAM
8/31/2016,3:11:35,-3.6,152.8,500,6.5,NEW IRELAND REGION ,PAPUA NEW GUINEA
8/31/2016,1:26:52,24.8,93.3,27,3.2,TAMENGLONG,MANIPUR
8/29/2016,4:29:59,0.1,-17.9,10,7,NORTH OF ASCENSION ISLAND,ATLANTIC OCEAN
8/28/2016,19:41:11,25.7,90.8,10,3.6,EAST GARO HILLS,MEGHALAYA
8/28/2016,12:54:51,28,88.7,90,4.2,INDIA (SIKKIM)- CHINA BORDER REGION,SIKKIM
8/28/2016,10:01:01,25.7,93.2,10,3.2,DISTT. KARBI ANGLONG,ASSAM
8/28/2016,9:18:49,32.8,76,20,4.4,DISTT. CHAMBA ,HIMACHAL PRADESH
8/27/2016,15:04:54,24.8,93.5,14,3.7,TAMENGLONG,MANIPUR
8/27/2016,7:07:21,31.3,77.6,10,3.7,SHIMLA-HIMACHAL PRADESH,HIMACHAL PRADESH
8/27/2016,3:38:15,31.4,77.4,10,4.2,KULLU,HIMACHAL PRADESH
8/27/2016,1:35:07,31.4,77.5,10,4.3,KULLU,HIMACHAL PRADESH
8/27/2016,1:14:32,31.4,77.5,10,4.6,KULLU,HIMACHAL PRADESH
8/26/2016,18:20:41,8.9,94.6,10,4.5,NICOBAR ISLANDS.,ANDAMAN & NICOBAR ISLANDS
8/26/2016,11:21:28,24.3,94.2,89,3.5,CHANDEL,MANIPUR
8/24/2016,10:34:57,21,94.4,58,6.7,MYANMAR.,MYANMAR
8/24/2016,1:36:33,42.6,13.2,10,6.2,CENTRAL ITALY,ITALY
8/23/2016,2:11:13,23.8,94.5,100,5.5,MYANMAR-INDIA BORDER REGION.,MYANMAR
8/23/2016,0:00:47,25.6,93.2,10,3.1,KARBI ANGLONG,ASSAM
8/22/2016,9:20:11,28.1,76.1,10,3.5,MAHENDRAGARH,HARYANA
8/22/2016,5:28:28,25.5,93.6,10,3.5,KOHIMA,NAGALAND
8/21/2016,9:04:17,25.1,94,19,3.1,SENAPATI,MANIPUR
8/21/2016,3:45:23,-55.3,-31.8,10,6.3,SOUTH GEORGIA ISLAND REGION,SOUTH ATLANTIC OCEAN
8/20/2016,21:24:28,25.6,93.2,10,3.2,KARBI ANGLONG-ASSAM,ASSAM
8/19/2016,19:05:34,27.6,92.7,10,4,EAST KAMENG,ARUNACHAL PRADESH
8/19/2016,10:46:34,25,94,38,3.5,MANIPUR,MANIPUR
8/19/2016,7:32:24,-55.2,-32,10,7.2,SOUTH GEORGIA ISLAND REGION,SOUTH ATLANTIC OCEAN
8/18/2016,20:05:54,30.8,78.2,5,3.8,DISTT. UTTARKASHI,UTTARAKHAND
8/13/2016,15:41:03,30,80.2,10,2.7,DISTRICT PITHORAGARH,UTTARAKHAND
8/12/2016,1:26:35,-22.5,173.1,10,7,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
8/11/2016,21:27:00,25.6,91.1,10,3.3,WEST KHASI HILLS,MEGHALAYA
8/11/2016,10:55:15,7.6,93.9,10,5.3,NICOBAR ISLANDS ,ANDAMAN & NICOBAR ISLANDS
8/3/2016,18:31:23,28.5,95.5,20,3.4,LOWER DIBANG,ARUNACHAL PRADESH
8/3/2016,18:31:23,28.5,95.5,20,3.4,LOWER DIBANG,ARUNACHAL PRADESH
8/2/2016,2:24:37,24.5,94.4,76,3.5,MANIPUR ,MANIPUR
8/1/2016,13:38:32,31.4,77.6,10,3.6,SHIMLA-KULLU BORDER,HIMACHAL PRADESH
8/1/2016,12:34:53,30.9,77.1,10,3,SOLAN,HIMACHAL PRADESH
8/1/2016,10:01:08,21.2,94.7,120,5.7,MYANMAR,MYANMAR
8/1/2016,8:16:10,26.8,90.3,10,4.2,KOKRAJHAR,ASSAM
7/30/2016,20:37:01,24.7,94.3,90,4,MANIPUR ,MANIPUR
7/29/2016,21:18:25,18.6,145.6,190,7.6,MARIANA ISLANDS.,MARIANA ISLANDS
7/27/2016,16:54:27,24.7,94.2,30,4.4,UKHRUL,MANIPUR
7/26/2016,6:06:47,26.3,92.5,10,4,MARIGAON,ASSAM
7/25/2016,19:38:45,-2.9,148.1,10,6.2,PAPUA NEW GUINEA,PAPUA NEW GUINEA
7/25/2016,17:26:49,-26.1,-70.6,65,6,NEAR COAST OF NORTHERN CHILE,CHILE
7/25/2016,6:36:53,36.3,70.3,200,4.3,HINDU KUSH REGION,AFGHANISTAN
7/24/2016,15:33:11,13.3,93.2,30,4.4,ANDMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
7/21/2016,14:42:07,31.48,77.67,5,3.5,KULLU,HIMACHAL PRADESH
7/17/2016,11:54:55,31.1,74.3,15,4.6,INDIA (PUNJAB)- PAKISTAN BORDER REGION,PUNJAB
7/17/2016,3:55:01,21.7,72.5,10,4.5,GUJARAT,GUJARAT
7/17/2016,2:31:52,24.2,94.2,10,3.2,MANIPUR CHANDEL,MANIPUR
7/15/2016,5:51:25,26.5,93.3,30,3,DISTT. KARBI ANGLONG,ASSAM
7/14/2016,6:54:25,35.5,77.4,10,4.6,JAMMU AND KASHMIR,JAMMU & KASHMIR
7/11/2016,2:11:03,0.5,-79.7,10,6.2,NEAR COAST OF ECUADOR,ECUADOR
7/9/2016,20:42:08,30.5,79.3,10,3.9,CHAMOLI,UTTARAKHAND
7/7/2016,22:24:02,26.8,89.5,40,3.3,JALPAIGURI,WEST BENGAL
7/7/2016,8:59:38,28.2,84.2,10,4,NEPAL,NEPAL
7/5/2016,6:25:00,25.2,94.3,40,3.8,UKHRUL,MANIPUR
7/4/2016,3:31:13,26.1,94.2,94,3,NAGALAND,NAGALAND
7/2/2016,13:29:28,25.1,94.2,36,3.6,SENAPATI,MANIPUR
7/2/2016,0:23:49,29.4,81.1,10,4,NEPAL,NEPAL
7/1/2016,19:22:40,24.9,95.2,105,5,MYANMAR,MYANMAR
7/1/2016,0:31:50,24.1,93.3,10,3.3,CHURACHANDPUR,MANIPUR
6/29/2016,9:27:02,29.2,81.1,10,3.9,NEPAL,NEPAL
6/28/2016,14:15:38,24.7,92.3,10,3.3,KARIMGANJ,ASSAM
6/27/2016,7:22:13,23.3,94,5,4.2,INDIA(MIZORAM)- MAYANMAR BORDER REGION,MIZORAM
6/27/2016,0:27:44,22.6,92,20,5,BANGLADESH,BANGLADESH
6/26/2016,11:17:12,39.3,73.4,17,6.5,TAJIKISTAN-XINJIANG BORDER REGION,TAJIKISTAN
6/25/2016,4:03:51,27.3,95.2,5,3.5,DIBRUGARH,ASSAM
6/24/2016,23:01:16,24.1,93.6,10,3.1,CHURACHANDPUR,MANIPUR
6/23/2016,11:35:36,36.4,70.7,170,5.5,HINDU KUSH REGION,AFGHANISTAN
6/22/2016,21:55:23,24.5,94.4,11,3.9,UKHRUL,MANIPUR
6/21/2016,16:47:11,35.7,74,33,4.5,JAMMU AND KASHMIR,JAMMU & KASHMIR
6/19/2016,9:47:35,-20.5,168.7,10,6.5,VANUATU,VANUATU
6/14/2016,13:49:23,-18.7,168.8,107,6.1,VANUATU ISLANDS,VANUATU
6/14/2016,12:54:24,25.1,92.3,10,3.2,INDIA(MEGHALAYA)- BANGLADESH BORDER REGION,MEGHALAYA
6/13/2016,23:27:44,27.7,84.6,10,4.2,NEPAL-INDIA BORDER REGION,NEPAL
6/13/2016,19:22:42,27.6,92.7,10,3.5,EAST KAMENG,ARUNACHAL PRADESH
6/12/2016,11:20:22,17.2,73.9,16,3.5,KOYNA,MAHARASHTRA
6/11/2016,18:12:22,25.8,95,75,4.5,TUENSUNG,NAGALAND
6/9/2016,16:17:32,27.5,92.7,10,3.5,WEST KAMENG,ARUNACHAL PRADESH
6/7/2016,20:10:37,29.9,80.2,10,3.5,PITHORAGARH,UTTARAKHAND
6/7/2016,12:01:13,27.4,92.7,5,3.8,WEST KAMENG,ARUNACHAL PRADESH
6/6/2016,12:17:53,27.8,94.1,10,3.5,KAMALABARI,ARUNACHAL PRADESH
6/1/2016,22:56:02,-2,100.7,50,6.5,SOUTHERN SUMATRA,INDONESIA
5/30/2016,22:39:25,25.1,93.2,10,3.2,NORTH CACHAR HILLS,ASSAM
5/28/2016,9:46:59,-56.2,-26.8,78,7,SOUTH SANDWICH ISLANDS,SANDWICH ISLAND
5/28/2016,9:39:16,27.8,85.1,35,5,NEPAL,NEPAL
5/28/2016,5:38:48,-21.9,-178.2,380,6.5,FIJI ISLANDS,FIJI ISLANDS
5/27/2016,4:08:43,-20.7,-178.7,550,6.4,FIJI ISLANDS,FIJI ISLANDS
5/24/2016,12:35:15,26.2,92.4,10,3.2,MARIGAON,ASSAM
5/21/2016,11:30:23,17.3,73.8,3,3.6,KOYNA REGION,MAHARASHTRA
5/20/2016,13:36:18,24.9,92.3,25,3.2,INDIA(ASSAM)-BANGLADESH BORDER,ASSAM
5/19/2016,18:07:25,17.3,73.9,15,3.5,KOYNA REGION,MAHARASHTRA
5/18/2016,19:17:42,17.3,73.7,5,4,KOYNA REGION,MAHARASHTRA
5/18/2016,17:29:38,17.3,73.9,15,3.7,KOYNA REGION,MAHARASHTRA
5/18/2016,16:46:43,0.4,-79.7,50,6.8,NEAR COAST OF EQUADOR,ECUADOR
5/18/2016,13:23:24,17.3,73.7,5,3.9,KOYNA REGION,MAHARASHTRA
5/18/2016,8:27:06,25.6,91.6,15,3,WEST KHASI HILLS,MEGHALAYA
5/18/2016,7:57:03,0.5,-79.8,36,6.5,NEAR COAST OF ECUADOR,ECUADOR
5/17/2016,10:12:32,26.2,88.8,8,3.5,INDIA (WEST BENGAL)-BANGLADESH BORDER,WEST BENGAL
5/16/2016,18:03:47,26,90.5,10,3.5,GOALPARA,ASSAM
5/15/2016,6:56:04,23.2,70.1,10,3.4,KACHCHH GUJARAT,GUJARAT
5/14/2016,22:45:56,27.7,85.3,10,4.3,NEPAL,NEPAL
5/13/2016,6:59:31,30.6,66.7,10,5.2,PAKISTAN,PAKISTAN
5/12/2016,16:59:46,24.5,72.2,5,3,BANAS KANTHA,GUJARAT
5/12/2016,11:56:45,25.1,94,10,3.3,SENAPATI,MANIPUR
5/12/2016,7:54:13,24.3,94.2,60,4.9,CHANDEL,MANIPUR
5/11/2016,8:52:46,27.9,84.6,23,4.5,NEPAL,NEPAL
5/11/2016,1:15:51,32,95,10,5.5,TIBET,TIBET
5/9/2016,16:03:48,11.5,91.5,10,5.3,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
5/9/2016,6:12:02,26.2,92.8,24,3,NAGAON,ASSAM
5/7/2016,9:43:39,25.5,91.9,10,4,EAST KHASI HILLS,MEGHALAYA
5/6/2016,15:14:07,26.6,92.4,10,3,SONITPUR,ASSAM
5/6/2016,8:36:18,28.1,92.3,20,3.8,CHINA-INDIA BORDER REGION,CHINA
5/6/2016,6:55:40,26.3,92.6,10,3,NAGAON,ASSAM
5/5/2016,18:00:30,30.4,80.1,15,4.1,PITHORAGARH,UTTARAKHAND
4/29/2016,1:33:38,10.1,-103.9,10,6.5,NORTHERN EAST PACIFIC RISE,PACIFIC OCEAN
4/28/2016,19:33:23,-16.1,167.5,10,7,VANUATU ISLANDS,VANUATU
4/24/2016,21:43:09,37,71.7,100,5.2,AFGHANISTAN-TAJAKISTAN BORDER,AFGHANISTAN
4/23/2016,20:31:01,28.7,85.1,150,4.6,NEPAL,NEPAL
4/19/2016,20:32:58,10.3,93.8,10,5.1,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
4/19/2016,1:14:46,24.8,92.7,10,3.7,CACHAR,ASSAM
4/16/2016,23:58:36,0.4,-79.9,10,7.4,NEAR COAST OF ECUADOR,ECUADOR
4/15/2016,16:25:10,32.9,130.7,31,7,KYUSHU,JAPAN
4/14/2016,21:50:27,-14.5,166.2,10,6.5,VANUATU,VANUATU
4/14/2016,16:23:40,23.3,93.2,5,3.5,CHAMPHAI,MIZORAM
4/14/2016,12:26:40,32.8,130.6,49,6.1,KYUSU,JAPAN
4/14/2016,5:41:55,23.8,94,80,4.5,MYANMAR - INDIA(MANIPUR) BORDER REGION,MANIPUR
4/13/2016,13:55:13,23,94.9,134,6.8,MYANMAR - INDIA BORDER REGION,MYANMAR
4/13/2016,3:56:54,24.9,94,60,4.6,IMPHAL,MANIPUR
4/12/2016,14:41:53,27.5,86.1,10,4.5,NEPAL,NEPAL
4/12/2016,11:55:48,26.5,90.8,10,3.8,DISTRICT BARPETA,ASSAM
4/11/2016,10:36:13,29.8,80.1,10,3.7,PITHORAGARH,UTTARAKHAND
4/10/2016,10:28:57,36.4,71.2,190,6.8,HINDUKUSH REGION,AFGHANISTAN
4/9/2016,13:20:14,27.6,85.2,10,4.5,NEPAL,NEPAL
4/8/2016,14:30:43,36.9,71.2,78,5,HINDU KUSH REGION AFGHANISTAN,HINDU KUSH
4/7/2016,20:03:19,27,75.1,15,3.5,NAGAUR,RAJASTHAN
4/7/2016,3:32:57,-13.9,166.6,33,6.7,VANUATU ISLANDS,VANUATU
4/6/2016,6:58:43,-13.8,166.5,10,6.6,VANUATU,VANUATU
4/5/2016,7:42:27,25.9,90.4,10,5.4,EAST GARO HILLS,MEGHALAYA
4/4/2016,4:31:26,27.8,86.2,10,4.3,NEPAL,NEPAL
4/3/2016,20:31:39,24.4,94.3,120,4,CHANDEL,MANIPUR
4/3/2016,8:23:51,-14.3,166.9,10,7,VANUATU ISLANDS,VANUATU
4/1/2016,2:39:06,33.4,136.4,10,6.1,JAPAN,JAPAN
3/31/2016,19:38:50,3.1,96.3,35,5.1,NORTHERN SUMATRA,INDONESIA
3/30/2016,12:26:42,28,85.7,10,4.4,NEPAL,NEPAL
3/30/2016,2:04:11,32.5,76,15,3.8,CHAMBA,HIMACHAL PRADESH
3/28/2016,15:42:42,24.1,93.1,5,3.7,CHURACHANDPUR,MANIPUR
3/22/2016,11:49:12,26.1,95.3,49,3.7,MYANMAR- INDIA(NAGALAND) BORDER REGION,NAGALAND
3/21/2016,14:48:51,27.8,66.3,16,5.3,PAKISTAN,PAKISTAN
3/21/2016,2:19:41,25.4,92.5,10,3,JAINTIA HILLS,MEGHALAYA
3/20/2016,22:50:17,54.4,162.7,10,6.6,RUSSIA,RUSSIA
3/18/2016,3:37:33,25.4,73.4,33,3.5,PALI,RAJASTHAN
3/17/2016,16:47:04,34.2,77.9,10,4.5,JAMMU & KASHMIR,JAMMU & KASHMIR
3/14/2016,21:27:40,27.2,86.2,10,3.9,NEPAL,NEPAL
3/13/2016,10:30:04,26.5,92.3,10,4.3,DARRANG,ASSAM
3/13/2016,5:15:36,27.8,84.9,25,3.8,NEPAL - INDIA BORDER REGION,NEPAL
3/12/2016,18:06:43,51.6,-173.9,10,6.2,ALEUTIAN ISLAND,UNITED STATES
3/12/2016,16:15:16,26.7,89.4,21,3.8,JALPAIGURI,WEST BENGAL
3/10/2016,9:50:32,25.6,91.9,9,3.2,SHILLONG,MEGHALAYA
3/10/2016,9:46:59,25.6,91.9,8,3,SHILLONG,MEGHALAYA
3/6/2016,8:51:18,24.7,92.9,10,3.3,CACHAR ASSAM,ASSAM
3/6/2016,0:50:19,24.5,92.8,30,3.5,CACHAR ASSAM,ASSAM
3/2/2016,12:49:47,-4.9,94.2,15,7.9,SOUTH WEST OF SUMATRA INDONESIA,INDONESIA
3/2/2016,6:35:14,29.9,70.1,10,5,PAKISTAN,PAKISTAN
3/2/2016,4:03:58,26.5,95.2,10,4,INDIA(NAGALAND)-MYANMAR BORDER REGION,NAGALAND
2/27/2016,0:31:03,13.6,94,60,4.6,NORTH ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
2/24/2016,9:22:17,27.6,85.6,19,4.5,NEPAL,NEPAL
2/24/2016,2:06:51,24.9,72.3,26,3,JALOR RAJASTHAN,RAJASTHAN
2/22/2016,18:20:58,7.5,92,20,4.8,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
2/21/2016,18:10:00,27.8,84.6,30,5,NEPAL,NEPAL
2/21/2016,16:32:07,36.3,78.4,50,4.4,INDIA(KASHMIR)-CHINA BORDER REGION,JAMMU & KASHMIR
2/21/2016,9:12:08,36.5,70.9,177,5.7,HINDU KUSH REGION,AFGHANISTAN
2/21/2016,7:50:56,30.9,78.3,5,3.5,UTTARKASHI,UTTARAKHAND
2/21/2016,3:39:42,7.1,92.1,50,4.5,NICOBAR ISLANDS.,ANDAMAN & NICOBAR ISLANDS
2/16/2016,23:06:55,26.3,93.3,10,4.4,KARBI ANGLONG,ASSAM
2/15/2016,19:28:13,-48.7,163.7,53,6.2,AUCKLAND ISLANDS,NEW ZEALAND
2/15/2016,16:35:29,30.2,79.6,10,3.5,CHAMOLI,UTTARAKHAND
2/12/2016,10:02:22,-9.7,119.3,20,6.5,INDONESIA,INDONESIA
2/10/2016,22:45:27,25.6,92.1,6,2.7,SHILLONG,MEGHALAYA
2/10/2016,0:33:07,-30.6,-71.6,32,6.1,NEAR COAST OF CENTRAL CHILE,CHILE
2/9/2016,15:13:47,32.8,76.4,10,4.4,LAHUL & SPITI,HIMACHAL PRADESH
2/8/2016,16:19:15,-6.6,154.7,33,6.6,SOLOMAN ISLAND,SOLOMON ISLANDS
2/8/2016,11:05:56,24.7,94.6,118,3.8,UKHRUL MANIPUR,MANIPUR
2/5/2016,19:57:24,23,120.6,10,6.6,TAIWAN,CHINA
2/5/2016,16:20:09,27.8,85.4,10,5.2,NEPAL,NEPAL
2/4/2016,15:30:51,14.4,93.2,10,4.8,ANDMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
2/4/2016,7:10:27,32.7,75.7,10,4.1,HIMACHAL PRADESH(CHAMBA)-J&K BORDER REGION,HIMACHAL PRADESH
2/2/2016,16:14:00,25.5,91.9,10,2.5,SHILLONG,MEGHALAYA
