Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
6/20/2018,7:44:27,24.7,94.1,33,4.6,SENAPATI,MANIPUR
6/20/2018,4:15:22,27.3,88,10,4.3,NEPAL-INDIA(SIKKIM)BORDER REGION,SIKKIM
6/20/2018,4:08:58,27.3,87.9,10,4.2,NEPAL-INDIA(SIKKIM)BORDER REGION,SIKKIM
6/18/2018,23:45:03,35.8,78.6,10,4.5,INDIA (J & K)- CHINA BORDER REGION,JAMMU & KASHMIR
6/17/2018,15:07:35,27.5,88.4,28,4.7,SIKKIM,SIKKIM
6/17/2018,14:21:29,30,70.2,10,5.1,PAKISTAN,PAKISTAN
6/16/2018,22:06:35,31.4,77.7,5,3.2,SHIMLA,HIMACHAL PRADESH
6/14/2018,13:28:54,35.4,73.6,180,5,INDIA (NW KASHMIR)-PAKISTAN BORDER REGION,JAMMU & KASHMIR
6/14/2018,10:15:50,32.5,76.1,5,4.5,CHAMBA,HIMACHAL PRADESH
6/14/2018,0:42:08,30.8,78.2,10,4,UTTARKASHI,UTTARAKHAND
6/11/2018,4:53:49,26.2,92.5,10,5.1,NAGAON,ASSAM
6/7/2018,6:51:26,34.4,78,35,4.4,INDIA (J&K) - CHINA BORDER REGION,JAMMU & KASHMIR
6/6/2018,18:16:00,35.3,78.5,30,5.1,EASTERN KASHMIR,JAMMU & KASHMIR
6/6/2018,17:41:28,30.6,78.8,15,4.4,DISTRICT-TEHRI GARHWAL,UTTARAKHAND
6/5/2018,23:12:32,23.8,94.3,84,5,MYANMAR-INDIA(MIZORAM) BORDER REGION,MIZORAM
6/5/2018,1:34:37,29.4,81.6,10,4.7,NEPAL,NEPAL
6/2/2018,5:46:11,27.2,96.8,30,5.3,MYANMAR-INDIA(ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
6/1/2018,1:55:33,36.5,71,80,5,HINDU KUSH REGION,AFGHANISTAN
5/28/2018,1:59:43,8.6,94.3,10,5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
5/25/2018,20:25:43,26.5,93.6,25,3.2,KARBI ANGLONG,ASSAM
5/25/2018,17:41:34,10,93.9,10,4.8,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
5/25/2018,7:22:50,31.6,78.2,10,3.5,DISTRICT- KINNAUR,HIMACHAL PRADESH
5/24/2018,21:05:22,31.8,78.4,10,3.6,DISTRICT- KINNAUR,HIMACHAL PRADESH
5/24/2018,14:25:16,29.7,80.7,12,3.6,NEPAL-INDIA(UTTARAKHAND,UTTARAKHAND
5/22/2018,12:35:00,31.1,77.8,10,3.6,DISTRICT- SHIMLA,HIMACHAL PRADESH
5/21/2018,10:51:05,31.6,78.4,5,4.1,DISTRICT- KINNAUR,HIMACHAL PRADESH
5/15/2018,1:17:32,26.5,93.2,27,3.2,KARBI ANGLONG ,ASSAM
5/13/2018,18:45:51,6.9,94.5,10,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
5/13/2018,18:20:45,7,94,10,4.9,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
5/12/2018,3:57:38,32.3,76.6,5,3,CHAMBA,HIMACHAL PRADESH
5/11/2018,2:11:51,25.2,92.6,5,3.7,JAINTIA HILLS,MEGHALAYA
5/10/2018,14:08:34,36.5,71,170,5.4,AFGANISTAN-TAJIKISTAN BORDER REGION,AFGHANISTAN
5/10/2018,11:56:57,10,125.3,10,6,LEYTE,PHILLIPPINES
5/9/2018,10:41:34,36.9,71.3,96,6.1,AFGANISTAN-TAJIKISTAN BORDER REGION,AFGHANISTAN
5/9/2018,7:57:55,-5.8,151.7,10,6,NEW BRITAIN REGION,PAPUA NEW GUINEA
5/5/2018,6:19:12,14.5,123.8,30,6.1,LUZON,PHILLIPPINES
5/4/2018,22:32:57,19.5,-155.1,10,6.5,HAWAII,HAWAII
4/27/2018,20:33:35,29.2,76.8,5,3.5,SONIPAT,HARYANA
4/26/2018,20:54:22,25.4,88.8,32,4.2,DAKSHIN DINAJPUR,WEST BENGAL
4/24/2018,18:46:51,28.8,76.9,7,3,JHAJJAR,HARYANA
4/24/2018,4:08:37,23.1,94.4,90,5.5,MYANMAR - INDIA BORDER REGION,MYANMAR
4/23/2018,18:01:39,13.2,92.4,45,4.8,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
4/21/2018,11:26:35,21.5,73.2,10,3.5,DISTT.SURAT-BHARUCH BORDER,GUJARAT
4/21/2018,7:10:59,24.6,93.1,25,3.4,IMPHAL WEST,MANIPUR
4/16/2018,6:08:13,8.4,91.4,10,4.5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
4/10/2018,14:14:20,24.2,82.6,10,4.6,SINGRAULI,MADHYA PRADESH
4/10/2018,10:19:27,-30.9,-71.5,63,6.2,CHILE,CHILE
4/9/2018,7:05:40,29.8,79.8,10,2.8,BAGESHWAR,UTTARAKHAND
4/7/2018,5:48:39,-5.8,142.7,10,6.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA
4/4/2018,15:21:30,25,94.5,77,4.4,UKHRUL,MANIPUR
4/2/2018,13:40:34,-20.7,-63,550,6.8,BOLIVIA,BOLIVIA
4/1/2018,15:11:51,29.7,80.1,17,3.5,DISTT. PITHORAGARH,UTTARAKHAND
3/29/2018,21:25:32,-5.4,151.4,10,6.9,NEW BRITAIN REGION,PAPUA NEW GUINEA
3/28/2018,22:33:17,23.2,70.8,30,4.6,HANJIYASAR,GUJARAT
3/26/2018,9:50:56,-5.4,151.3,10,6.7,NEW BRITAIN REGION,PAPUA NEW GUINEA
3/25/2018,20:14:48,-6.6,129.7,175,6.4,BANDA SEA,INDONESIA
3/24/2018,22:17:48,36.4,70.7,172,5.1,HINDUKUSH REGION,AFGHANISTAN
3/24/2018,19:58:33,-45.8,96.1,10,6.2,SOUTHEAST INDIAN RIDGE,INDIAN OCEAN
3/24/2018,11:23:28,-5.5,151.3,10,6.4,NEW BRITAIN REGION ,PAPUA NEW GUINEA
3/21/2018,22:58:25,26.3,89.6,20,3.9,KOCHBIHAR,WEST BENGAL
3/15/2018,17:07:23,25.2,93.7,13,3.5,DISTT.TAMENGLONG- MANIPUR,MANIPUR
3/15/2018,14:53:21,33.2,76.1,10,3.4,JAMMU&KASHMIR,JAMMU & KASHMIR
3/15/2018,2:26:04,24.5,93.4,27,4.6,CHURACHANDPUR,MANIPUR
3/10/2018,3:21:28,35.7,76.1,10,4.5,JAMMU & KASHMIR,JAMMU & KASHMIR
3/8/2018,17:39:50,-4.3,153.3,10,6.8,NEW IRELAND REGION,PAPUA NEW GUINEA
3/6/2018,14:13:07,-6.1,142.7,10,6.6,NEW GUINEA ,PAPUA NEW GUINEA
3/6/2018,4:39:57,6.8,93.5,10,4.8,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
3/5/2018,20:13:41,17.3,73.8,10,3.2,KOYNA ,MAHARASHTRA
3/5/2018,20:41:46,26.5,93.4,10,3.5,KARBI ANGLONG,ASSAM
3/3/2018,1:31:31,24,93.5,50,3.7,CHURACHANDPUR,MANIPUR
3/1/2018,3:17:14,1.1,98.9,80,5.4,NORTHERN SUMATRA,INDONESIA
3/1/2018,1:35:42,0.9,99,10,5.2,NORTHERN SUMATRA,INDONESIA
2/28/2018,5:47:43,30.9,78.9,15,2.9,DISTT. UTTARKASHI,UTTARAKHAND
2/28/2018,2:45:45,-6.1,142.6,10,6.2,NEW GUINEA,PAPUA NEW GUINEA
2/26/2018,15:18:01,-6.2,143.5,10,6.1,NEW GUINEA ,PAPUA NEW GUINEA
2/26/2018,13:34:54,-2.8,126.7,10,6.1,CERAM SEA,INDONESIA
2/26/2018,8:42:24,27.2,92.4,10,3.2,WEST KAMENG,ARUNACHAL PRADESH
2/25/2018,17:44:42,-6,142.8,10,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA
2/25/2018,9:54:18,26.8,92.7,18,3.3,DISTT. SONITPUR ASSAM,ASSAM
2/24/2018,9:42:39,26.2,92.9,25,3.3,KARBI ANGLONG,ASSAM
2/23/2018,11:56:25,6.1,92.6,35,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
2/20/2018,8:12:14,22.8,93.1,10,4.2,LUNGLEI- MIZORAM,MIZORAM
2/20/2018,7:11:39,33.1,75.6,5,3.3,JAMMU & KASHMIR ,JAMMU & KASHMIR
2/16/2018,23:39:42,16.6,-97.7,10,7.4,OAXACA ,MEXICO
2/14/2018,18:43:09,27.3,92.5,10,3.3,WEST KAMENG,ARUNACHAL PRADESH
2/13/2018,2:39:48,12.3,93,10,5.6,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
1/31/2018,7:06:32,37.4,69.6,190,6.2,AFGHANISTAN -TAJIKISTAN BORDER,AFGHANISTAN
2/11/2018,21:40:31,30.8,78.1,10,3.2,DISTT;-UTTARKASHI,UTTARAKHAND
2/6/2018,15:50:42,24,121.6,10,6.1,TAIWAN,CHINA
2/4/2018,19:40:44,24.3,93.2,10,3.2,CHURACHANDPUR,MANIPUR
2/4/2018,13:56:43,24.1,121.7,10,6.1,TAIWAN,CHINA
2/2/2018,1:41:57,17.3,73.9,10,3.4,DISTT SATARA,MAHARASHTRA
1/31/2018,7:06:32,37.4,69.6,190,6.2,AFGHANISTAN -TAJIKISTAN BORDER,AFGHANISTAN
1/28/2018,21:02:55,25.9,90.3,10,3.4,WEST GARO HILLS,MEGHALAYA
1/28/2018,16:03:06,-53.1,9.5,10,6.2,SOUTHWEST OF AFRICA,AFRICA
1/25/2018,3:48:28,8.3,91.7,10,5,NICOBAR ISLAND,ANDAMAN & NICOBAR ISLANDS
1/24/2018,10:51:16,41.1,142.3,10,6.2,HOKKAIDO,JAPAN
1/23/2018,13:02:10,21,70.6,10,3.6,DISTT.- JUNAGADH,GUJARAT
1/23/2018,9:31:41,56,-149.2,10,7.8,GULF OF ALASKA,ALASKA
1/23/2018,6:34:49,-7,106.4,10,6,JAVA,INDONESIA
1/21/2018,6:06:48,17.3,73.8,10,3.6,KOYNA,MAHARASHTRA
1/21/2018,1:06:30,-18.6,-69.4,110,6.3,NORTHERN CHILE,CHILE
1/20/2018,10:06:49,24,94.3,80,4.2,MYANMAR - INDIA (MANIPUR) BORDER REGION,MANIPUR
1/20/2018,1:14:31,26.3,89.8,10,5.2,KOKRAJHAR,ASSAM
1/19/2018,16:17:48,26.7,-110.8,10,6.3,GULF OF CALIFORNIA,CALIFORNIA
1/16/2018,7:35:34,17.3,73.9,23,3.7,KOYNA,MAHARASHTRA
1/14/2018,15:48:08,12.2,92.3,10,4.8,ANDMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
1/14/2018,9:19:28,36.5,70.7,196,5.5,HINDUKUSH REGION,AFGHANISTAN
1/14/2018,9:18:42,-15.7,-74.6,10,7.3,NEAR COAST OF PERU,PERU
1/11/2018,18:26:25,18.4,94,10,6.2,MYANMAR,MYANMAR
1/10/2018,2:51:32,17.5,-83.5,10,7.6,NORTH OF HONDURAS,CENTRAL AMERICA
1/9/2018,19:20:23,25.7,90.4,10,3.2,WEST GARO HILLS,MEGHALAYA
1/9/2018,12:55:34,32.1,75.7,10,3,KANGRA,HIMACHAL PRADESH
1/7/2018,6:47:16,24.7,94.7,35,6,MYANMAR -INDIA (MANIPUR) BORDER REGION,MANIPUR
1/6/2018,9:01:58,26.3,92.8,30,3.2,DISTT. NAGAON,ASSAM
1/5/2018,20:23:07,26,92.3,10,3.4,KARBI ANGLONG,ASSAM
1/5/2018,7:11:04,26.1,92.1,20,4,KARBI ANGLONG ,ASSAM
1/4/2018,19:57:40,6.6,95.2,198,4.8,NOCOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
1/1/2018,20:51:48,19.8,73.1,10,3.2,PALGHAR,MAHARASHTRA
1/1/2018,16:01:01,26.8,92.3,30,3,DARRANG,ASSAM
1/1/2018,1:03:17,24.8,94,32,3.2,IMPHAL,MANIPUR
3/16/2019,23:41:29,27.4,75.7,10,4,DISTT.- SIKAR,RAJASTHAN
3/16/2019,4:13:01,7.2,94.7,10,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/15/2019,5:03:50,-17.8,-65.9,350,6.2,CENTRAL BOLIVIA,BOLIVIA
3/13/2019,20:26:18,26.5,93.4,30,3.2,DISTT. KARBI ANGLONG,ASSAM
3/13/2019,13:43:58,22.8,94,10,4.5,MYANMAR-INDIA(MIZORAM) BORDER REGION,MIZORAM
3/11/2019,1:14:30,11.9,93.6,95,4.8,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
3/10/2019,19:30:09,20,72.8,5,3.5,DISTT.- PALGHAR,MAHARASHTRA
3/10/2019,8:12:25,-17.8,-178.7,563,6,FIJI ISLAND REGION,FIJI ISLANDS
3/9/2019,12:15:27,20.2,72.8,10,2.8,DISTT.- PALGHAR,MAHARASHTRA
3/8/2019,15:06:10,10.5,126,10,6,PHILIPPINE ISLANDS REGION,PHILLIPPINES
3/8/2019,6:31:56,31.8,78.3,10,2.8,KINNAUR,HIMACHAL PRADESH
3/6/2019,15:46:12,-31.9,-177.9,10,6.2,KERMADEC ISLANDS REGION,PACIFIC OCEAN
3/2/2019,3:22:52,41.9,146.9,10,6,OFF COAST OF HOKKAIDO,JAPAN
3/1/2019,8:50:41,-14.7,-70.1,255,7,CENTRAL PERU,PERU
3/1/2019,6:10:15,32.7,76.5,5,3.3,DISTT.- CHAMBA,HIMACHAL PRADESH
3/1/2019,5:44:22,20.2,72.8,5,4.3,DISTT.- PALGHAR,MAHARASHTRA
3/1/2019,5:38:54,20,72.8,5,3.2,DISTT.- PALGHAR,MAHARASHTRA
2/28/2019,7:29:15,35.1,76.8,15,3.8,JAMMU & KASHMIR,JAMMU & KASHMIR
2/28/2019,5:00:47,6.9,95,10,4.7,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
2/28/2019,0:00:52,7.4,94.5,94,4.8,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
2/22/2019,10:17:22,-2.2,-77.1,160,7.5,PERU-ECUADOR BORDER REGION,PERU
2/22/2019,1:47:20,31.8,78.2,10,3.5,KINNAUR,HIMACHAL PRADESH
2/21/2019,19:34:36,6.8,94.5,48,4.5,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
2/21/2019,7:32:02,22.9,82.3,5,3.5,DISTT.KORBA,CHHATTISGARH
2/20/2019,7:58:56,20,72.8,10,3.1,DISTT.- PALGHAR,MAHARASHTRA
2/20/2019,7:54:23,20,72.7,10,2.9,DISTT.- PALGHAR,MAHARASHTRA
2/20/2019,4:44:15,20,72.8,10,2.9,DISTT.- PALGHAR,MAHARASHTRA
2/20/2019,2:39:32,28.9,77.3,6,4,DISTT. BAGHPAT,UTTAR PRADESH
2/17/2019,22:53:30,33.3,76.5,10,4.2,JAMMU AND KASHMIR,JAMMU & KASHMIR
2/17/2019,14:35:58,-3.4,152.2,370,6,NEW IRELAND REGION P.N.G.,PAPUA NEW GUINEA
2/17/2019,2:58:35,22.5,92.8,20,4.9,DISTT.- LAWANGTLAI,MIZORAM
2/13/2019,7:42:28,19.9,72.8,10,3,DISTT.- PALGHAR,MAHARASHTRA
2/13/2019,5:14:30,20,72.8,10,3.1,DISTT.- PALGHAR,MAHARASHTRA
2/13/2019,2:05:51,32.2,76.4,5,3.5,DISTT. KANGRA,HIMACHAL PRADESH
2/12/2019,20:21:30,13.9,91.4,10,4.5,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
2/12/2019,1:32:27,14.5,85.7,10,5.1,BAY OF BENGAL,BAY OF BENGAL
2/10/2019,3:22:04,27.3,96.4,10,5.2,MYANMAR-INDIA (ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
2/8/2019,11:55:06,9.9,126.5,10,6,MINDANAO,PHILLIPPINES
2/8/2019,8:23:00,28.2,76.4,10,3.9,DISTT. MAHENDRAGARH,HARYANA
2/7/2019,12:49:02,20,72.8,10,3.3,DISTT. PALGHAR,MAHARASHTRA
2/6/2019,18:09:52,35,74.1,80,4.3,JAMMU & KASHMIR,JAMMU & KASHMIR
2/6/2019,16:21:32,24.3,94.1,26,3.5,DISTT. CHANDEL MANIPUR,MANIPUR
2/5/2019,21:11:34,34.7,74.1,50,4.4,NORTHWESTERN KASHMIR,JAMMU & KASHMIR
2/5/2019,16:47:09,34.8,74.3,80,5.6,NORTHWESTERN KASHMIR,JAMMU & KASHMIR
2/5/2019,14:03:44,31.7,76.8,15,3.8,DISTT.- MANDI,HIMACHAL PRADESH
2/5/2019,13:38:30,35.1,74.2,35,4.4,DISTT.- INDIA (J&K)- PAKISTAN BORDER REGION,JAMMU & KASHMIR
2/5/2019,10:22:43,32.3,76.4,5,3.1,DISTT.- CHAMBA,HIMACHAL PRADESH
2/5/2019,10:21:04,32.3,76.4,5,3.2,DISTT.- CHAMBA,HIMACHAL PRADESH
2/4/2019,15:10:09,29,77.1,15,3,DISTT.- SONIPAT,HARYANA
2/3/2019,17:20:40,24.5,93.8,10,4.5,DISTT.- BISHNUPUR,MANIPUR
2/2/2019,17:32:44,25.3,94.3,127,4.5,DISTT.- SENAPATI,MANIPUR
2/2/2019,12:04:44,36.5,70.7,212,6.1,HINDUKUSH REGION,AFGHANISTAN
2/2/2019,9:27:32,-2.8,100.6,10,6,SOUTHERN SUMATRA,INDONESIA
2/1/2019,16:14:16,14.9,-92.1,10,6.4,NEAR COAST OF CHIAPAS,MEXICO
2/1/2019,11:27:22,19.9,72.9,5,3.5,DISTT.- PALGHAR,MAHARASHTRA
2/1/2019,10:23:54,19.9,72.8,5,3.6,DISTT.- PALGHAR,MAHARASHTRA
2/1/2019,8:36:24,19.9,72.8,5,3.5,DISTT.- PALGHAR,MAHARASHTRA
2/1/2019,4:59:38,20,72.9,5,3,DISTT.- PALGHAR,MAHARASHTRA
2/1/2019,4:33:03,20,72.9,5,3.5,DISTT.- PALGHAR,MAHARASHTRA
2/1/2019,1:28:34,20,72.9,10,3.3,DISTT.- PALGHAR,MAHARASHTRA
1/31/2019,6:28:27,30.8,78.4,5,3.5,DISTT. UTTARKASHI,UTTARAKHAND
1/31/2019,5:53:22,30.8,78.4,5,2.8,DISTT. UTTARKASHI,UTTARAKHAND
1/27/2019,23:45:53,24.3,94.8,10,4.5,CHURACHANDPUR,MANIPUR
1/27/2019,21:28:18,25.3,92.5,5,3.5,JAINTIA HILLS,MEGHALAYA
1/27/2019,4:49:21,24.8,94.1,50,4.2,SENAPATI,MANIPUR
1/26/2019,8:12:48,-5.5,133.8,10,6,ARU ISLANDS REGION,INDONESIA
1/25/2019,14:29:16,24.5,94.1,34,4,DISTT. CHANDEL,MANIPUR
1/24/2019,3:45:12,20,72.9,5,3.4,DISTT-PALGHAR MAHARASHTRA,MAHARASHTRA
1/22/2019,19:01:44,-43,42.3,10,6.5,PRINCE EDWARD ISLANDS REGION,CANADA
1/22/2019,10:34:35,32.5,76.4,10,3.5,DISTT. CHAMBA,HIMACHAL PRADESH
1/22/2019,5:10:02,-10.4,119,10,6.5,SUMBA REGION,INDONESIA
1/21/2019,23:59:21,-10.3,119,10,6,SUMBA REGION INDONESIA,INDONESIA
1/20/2019,15:29:17,20,72.9,5,3,DISTT. PALGHAR,MAHARASHTRA
1/20/2019,13:09:00,20,72.9,12,3.6,DISTT. PALGHAR,MAHARASHTRA
1/20/2019,1:32:45,-30,-71.3,10,6.8,NEAR COAST OF CENTRAL CHILE,CHILE
1/19/2019,8:58:04,26.4,93.3,25,3.4,KARBI ANGLONG,ASSAM
1/18/2019,21:45:02,27.3,88.6,10,2.7,EAST SIKKIM,SIKKIM
1/18/2019,13:18:27,-19.2,168.6,10,6.1,VANUATU ISLANDS,VANUATU
1/17/2019,2:53:07,7.6,94.5,84,6,NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
1/15/2019,18:06:32,-13.2,166.7,10,6.5,VANUATU ISLANDS,VANUATU
1/12/2019,7:01:34,32.7,76,5,3.3,DISTT-CHAMBA,HIMACHAL PRADESH
1/11/2019,2:51:07,34.1,74.8,10,3,JAMMU & KASHMIR,JAMMU & KASHMIR
1/10/2019,2:52:05,34,78.4,10,4.6,JAMMU & KASHMIR,JAMMU & KASHMIR
1/8/2019,12:39:28,30.6,131,10,6.1,KYUSHU,JAPAN
1/7/2019,15:38:44,27.3,88.4,10,3,SOUTH SIKKIM,SIKKIM
1/6/2019,17:27:15,2.5,126.8,10,6.5,NORTHERN MOLUCCA SEA,MOLUCCA SEA
1/5/2019,19:25:38,-8.1,-71.6,10,6.3,WESTERN BRAZIL,BRAZIL
1/5/2019,16:16:43,29.8,80.4,10,2.7,DISTT - PITHORAGARH,UTTARAKHAND
1/1/2019,11:55:01,5.5,94.7,10,5,NORTHERN SUMATRA,INDONESIA
